ID,S,Izero,n,M
5410EC38B862,56.5 13.43 11.46 152.26 23.23 20.53 3.88,24.601 195.136 4.717 18.761 4.231 3.893 34.999,15.91 11.5 15.31 12.73 12.25 21.91 11.25,1.0 1.83855262243015e-16 1.73293681532004 -2.70378321402257 -0.191029748945744 1.00839900178274 -0.00549191687138057 1.85019344704103e-16 1.0 0.0472479881101279 -2.66985178211105 0.042736798000681 -1.36901581806477 -0.998381518089506 -1.07550760022005e-17 1.32160348020041e-16 3.49883242212657 -9.0308363647509 0.522363308335141 2.19453683879947 -0.0122222263819457 -2.6266572722298e-16 -1.96330563094063e-16 -0.968126931202423 3.49883242212657 -0.00712391614837012 -0.912799389873469 0.00268189003988443 -2.05364344484029e-16 -1.62085006746044e-16 1.84698932404655e-17 1.99368541858303e-18 1.01695319967138 -2.14597464194654 -8.1898979758752e-18 -7.61237181141859e-17 -4.15911184751574e-17 -1.89323230599639e-16 4.59961731547775e-16 -0.00803393027740391 1.01695319967138 1.225748763704e-18 6.60111842522939e-33 2.86023452295227e-17 -8.73888112108399e-17 1.52683345205998e-16 -2.35187247324647e-17 -7.05652117493065e-17 1.0
5410EC38B876,50.66 14.55 11.18 172.32 42.83 20.96 3.79,20.485 155.846 5.418 21.423 2.974 1.897 38.481,14.68 11.78 13.18 12.28 19.73 14.44 12.4,1.0 5.41976518148164e-17 1.58375155161953 -3.07202228209139 -0.275449326194308 1.11885463289489 -0.00532864303566358 4.62060955761491e-17 1.0 -0.37732659434125 -1.32427943624027 0.00382340426560405 -1.74735342883946 -0.996299290290619 1.14668408206056e-15 2.11180411259977e-16 3.47896755375701 -10.7221780006791 0.357467501426277 3.01746389910355 -0.0157750304757558 -5.10887405743695e-16 -6.43609933299573e-17 -0.80433729842862 3.47896755375701 0.0361877304593751 -0.907186990831871 0.00284718704599472 -1.14488617774696e-16 1.17329987322268e-16 -1.46320961328336e-16 -4.79833000702163e-17 0.995373989430382 -1.71333724800652 -5.26561020990559e-18 3.85550568637261e-17 -6.11295440226879e-17 -8.13781706301998e-17 4.72598877147672e-16 0.00268750977146203 0.995373989430382 2.30827564812877e-19 -3.45976236998062e-32 2.39144058633223e-17 -7.81842435183625e-17 1.81483928260338e-16 -1.7022099905627e-17 -8.45476892548649e-17 1.0
5410EC38BA5C,51.28 15.48 11.48 155.09 40.86 16.35 3.59,28.253 156.972 4.814 20.072 1.43 2.78 40.719,16.31 11.8 13.93 12.07 20.47 16.13 12.36,1.0 -5.2656450758463e-17 1.37124473889606 -1.95032131941557 -0.261374116162476 0.696976240890897 -0.00401074140534401 1.66678260835799e-16 1.0 -0.403958239873514 -1.63689492745695 0.0568063881690186 -1.44168884156984 -0.996268840815589 -6.06978924470751e-16 -5.88906321153246e-17 2.84938471526212 -7.95092310946743 0.416304853751167 1.93063301896292 -0.0126704160010506 3.0605353936925e-18 -1.19476242309215e-17 -0.66276688476997 2.84938471526213 0.0264564159733187 -0.671215328530288 0.00224713876184441 -1.12080075059334e-16 4.0813295306168e-17 -1.70646121241039e-16 1.53096686343906e-16 0.999146029888255 -1.70794022349098 3.24558602372706e-16 6.43122834301599e-17 0.0 0.0 1.2064984371498e-16 0.000499573014944135 0.999146029888255 2.10871385800027e-19 -9.34941009648807e-33 -3.20255070105197e-17 7.75191737256282e-17 -1.27787798436216e-16 -2.84271060499822e-18 1.07808075752692e-16 1.0
5410EC38BAEB,55.11 16.67 10.62 128.69 33.65 19.9 3.91,17.991 144.965 5.856 17.647 0.613 2.644 43.422,13.72 11.83 13.26 12.25 31.16 26.23 11.86,1.0 4.53166483696109e-17 1.03669151600944 -1.19457411492554 -0.302925041473708 0.491156653208331 -0.004189062211835 -1.51057694957526e-16 1.0 -0.577981286099694 -1.04149556037634 -0.00501239461147553 -1.22491237014884 -0.994901188735744 9.29858070718351e-16 -8.91121906282256e-17 3.93819320815261 -11.4818022983689 0.496071678995212 3.06713516429903 -0.0180213690301664 -2.9808849817324e-16 -3.54521829688335e-17 -1.00778364196625 3.93819320815261 0.00423275001416765 -1.00995319811959 0.00371166833481958 -1.00012777816828e-16 4.70937151802608e-17 1.8438320085611e-16 -8.48788302477868e-16 0.999837366453973 -1.62633546027403 8.66610163785037e-17 -2.91392687867735e-17 5.67052551333612e-17 -1.92244171493427e-16 3.52611663927122e-16 9.99837366453729e-05 0.999837366453972 8.40810311675946e-19 -2.42999681965168e-33 -3.12310978235701e-17 1.11855269033657e-17 5.25433076389834e-17 1.11351923804605e-17 1.36438522463372e-17 1.0
5410EC38BB99,47.7 16.56 9.1 166.15 23.71 17.84 3.07,24.885 162.811 5.477 19.034 1.917 5.472 41.374,14.39 11.51 14.13 11.9 14.45 14.51 11.72,1.0 -2.49725663957898e-16 3.09150016257544 -8.94439901483586 0.0465135787760612 2.53643773238991 -0.00902093181235646 -3.06854043224269e-16 1.0 -0.73271429686583 0.133669281600952 -0.0583045731680761 -1.7201519961372 -0.995490835355026 -1.30891210280874e-15 -1.64473302939444e-16 6.14651950259906 -21.3548527078799 1.02241476484851 5.2192476143175 -0.0216391907000699 5.08847850278564e-16 3.50639950183968e-16 -1.48131120012637 6.14651950259906 -0.117075628266947 -1.52493595814882 0.00441504495871679 1.06828347605675e-17 2.67635027120783e-16 -2.30322918984541e-16 1.73865876376546e-16 1.03009084906845 -2.04699653526883 -2.17934839281351e-16 1.27644924332012e-18 -6.96362522317406e-17 -7.49743048385171e-17 4.30738881104119e-16 -0.0151423354813062 1.03009084906845 2.97755676414663e-18 -1.24826632198272e-32 1.15856729982732e-17 1.7852494376514e-16 -6.48193855395061e-16 4.04196674731859e-17 1.19025115064074e-16 1.0
5410EC38BC45,47.19 15.31 9.87 149.56 39.03 19.39 3.15,20.493 176.242 5.539 21.591 3.522 0.783 40.341,14.39 11.51 13.36 12.28 18.07 25.84 11.55,1.0 -9.16366106548252e-17 2.19823806739805 -5.37561380920526 -0.34272323023753 1.95527633384338 -0.00694840877724359 -6.88282329628063e-17 1.0 -0.580726619701064 -0.663976275168921 0.0501827551891789 -1.60302114658732 -0.995810241275748 3.18933636589228e-16 7.92817221880778e-16 4.99992225120899 -16.3062464378679 0.308951666162524 4.97366560257908 -0.0184545130323225 -9.29251862399206e-17 -1.43014455024554e-16 -1.22648092822157 4.99992225120899 0.043848171284184 -1.42622707853855 0.00372689204682874 2.50918314689839e-18 -1.53417040232676e-16 1.80664772326253e-16 -1.92276354802484e-16 0.993149177521522 -1.63114820916135 3.17389643304173e-17 -1.08478810987981e-17 2.11542186625468e-17 8.17552383010046e-17 -3.40194409338689e-16 0.00417122654559038 0.993149177521522 -4.10043284019676e-19 5.3299228150246e-33 1.51006951239054e-18 1.16386666348302e-16 -3.83434441767462e-16 -1.07823301513324e-18 1.28023097810741e-16 1.0
5410EC389C2A,56.65 15.54 8.79 169.84 47.17 24.29 3.97,20.926 220.118 5.388 23.995 1.833 1.001 52.552,9.95 11.62 12.48 12.22 156.03 30.75 11.88,1.0 1.18143682953399e-17 0.674053386886221 -1.01987781201079 -0.297560520908738 0.331339816577918 -0.00187209281334943 4.50442002505314e-16 1.0 -0.926324190501714 0.679455782464222 -0.00693040043157038 -1.5566271528635 -0.993688765616259 -7.23112092930385e-16 1.9949168937105e-16 3.0889718730886 -12.3827615476503 0.327025399533933 3.64842122704376 -0.0129521826227355 7.00812109139519e-17 -1.42623710143691e-16 -0.521109554990047 3.0889718730886 0.0794533069537288 -0.74236298226089 0.00138503320845549 -7.46698978311368e-17 1.08900253953881e-17 -2.4508709874331e-17 -6.04008849053757e-17 1.01531995980957 -1.27666331746456 5.63335414530593e-17 -7.94280600169523e-18 2.36949687097265e-17 7.01943224437151e-17 -3.66637534204612e-16 -0.0121838395177149 1.01531995980957 -1.07642618942049e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC389D81,57.6 16.84 8.49 181.02 47.06 23.11 2.32,19.807 219.277 5.475 22.634 1.816 1.876 44.174,11.36 11.69 12.63 11.65 19.57 19.22 11.84,1.0 -1.01536690869517e-16 0.570243100609836 -0.614708856457939 -0.310475279463722 0.090359469228562 -0.00269228966143069 -2.22293094058027e-16 1.0 -0.945204520534782 0.887242757605126 -0.0479604301968015 -1.10403522079401 -0.992309066325911 1.21847798552679e-15 -5.07827792894047e-16 2.54548948808297 -10.1343572989047 0.336833904678437 2.00177720975163 -0.0160651441669783 -2.78775118614673e-16 1.24533481828518e-16 -0.388187146932654 2.54548948808297 0.0789298268422932 -0.471482737480286 0.00184993448546415 1.10640488025214e-16 5.11038066010064e-16 -5.91686113169911e-17 -1.05094998982746e-15 1.01016261981716 -1.53979088138729 -3.54377823105341e-16 2.29224304544852e-18 6.21231255599634e-17 -9.10427299512319e-17 1.87603561542986e-16 -0.00666707329079322 1.01016261981716 2.80861668314995e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38A090,63.68 15.24 10.77 193.61 27.68 22.67 4.13,13.747 220.044 5.174 23.503 3.187 0.897 39.321,10.04 11.76 14.28 11.88 17.37 24.43 12.78,1.0 8.34793205947384e-17 0.345773172198922 0.473179033509813 -0.366181284744918 -0.0301375030259177 -0.00118939181885968 -1.73398326238469e-16 1.0 -1.07701037112628 0.92964435619694 0.0302597945819044 -1.51838906679521 -0.994311126461186 3.67632977183018e-16 -1.21468437946059e-17 2.72185892512648 -9.77773381673185 0.189718610922914 2.86129482641226 -0.00992014147569404 2.70569904732945e-17 1.99270925862628e-17 -0.479319356714773 2.72185892512648 0.103395986760657 -0.679597592569038 0.00114693691386968 -1.6674654615663e-16 -7.76758552821428e-17 -8.85481695215544e-17 2.60383880180615e-16 1.00087232027946 -1.45386713243795 -2.27187481708349e-17 2.52917512648663e-17 5.90802543932917e-17 0.0 -1.30271650793577e-16 -0.000600523392167664 1.00087232027946 -1.42742888077343e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38A131,65.6 15.36 9.47 165.91 49.23 24.61 2.95,21.689 235.193 4.764 20.135 0.489 1.31 35.835,9.93 11.93 13.71 11.87 74.9 45.39 11.64,1.0 1.32176241918364e-16 0.975574189798755 -2.3233234089844 -0.331303368964529 0.859260706028865 -0.00325212335034166 -1.87163534685973e-16 1.0 -1.1090207946635 1.63388593565514 0.0609761399710172 -1.77324541155721 -0.993993500555013 2.18173145311724e-15 8.19296046489906e-16 4.09060326253426 -16.9440968340694 0.1241617760284 5.45213284423754 -0.0156043424535248 -5.47192463801723e-16 -6.41056412493665e-17 -0.74612603508625 4.09060326253426 0.120573989074286 -1.17693503564816 0.00224623206352291 1.02396755691814e-16 4.91979382371791e-17 -9.50821396024863e-17 4.2411516852502e-16 1.00651041129337 -1.44675806519309 1.53449741463143e-16 5.94031859777421e-17 0.0 0.0 1.02036852553968e-16 -0.00452929685082017 1.00651041129337 -4.45088624898613e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38A1B,66.5 16.1 10.72 170.19 45.14 24.74 4.18,18.333 212.634 5.788 23.853 3.094 0.767 50.083,9.57 11.65 12.63 12.15 23.58 31.06 11.76,1.0 3.48311069206936e-17 0.459046453256994 -0.0286448597283889 -0.353798672309961 0.0997898203433394 -0.000604704091103615 3.97940576034482e-16 1.0 -0.859799926852876 0.361496239305228 -0.012019409897138 -1.25221189138253 -0.995524147769823 -4.51256165220646e-16 6.9802351783463e-16 2.74617525068873 -10.5381729069929 0.264029913228626 2.71956710062879 -0.00772724284389331 1.55746752747969e-16 -1.59385440364103e-16 -0.455041239039122 2.74617525068873 0.0911226826559942 -0.601052833742738 0.000580404139233127 4.15190798530845e-17 -3.52220254957521e-16 -2.49736485102694e-16 2.06507508845019e-15 1.00838754576037 -1.44612857937495 9.04773475007038e-17 8.1223571867794e-19 9.88412922867033e-17 1.61071582340451e-16 -9.07074399405457e-16 -0.00584864776541012 1.00838754576037 -8.6774061690786e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38A20,60.89 16.9 9.27 169.5 52.49 17.77 3.31,23.318 211.399 5.527 23.092 0.347 0.951 43.251,10.85 11.68 12.79 11.81 178.23 33.57 11.95,1.0 6.07665709792043e-17 0.558925006509851 -0.28750004339901 -0.388707235360232 0.136713279162397 -0.00116354502213355 -3.05688089936379e-16 1.0 -0.993034458814339 0.59756305876226 0.0818739558033034 -1.30590653022484 -0.993010082840031 1.06128272043647e-16 -3.77485444459819e-16 2.16995052512803 -7.79967016752018 0.0609729168134128 1.87291356021597 -0.0113778317854353 -2.62392078168031e-17 9.26673331914924e-17 -0.325492578769204 2.16995052512803 0.116907561689341 -0.434632343316222 0.0011066747678153 5.95712972823998e-17 -3.35690854786194e-16 3.95028096056257e-16 -3.19730917939348e-16 1.00341261634231 -1.48374623578537 6.53204639431964e-17 1.04386148755992e-16 5.47821615052911e-17 -9.84660920461398e-17 3.70825648772662e-16 -0.00230784901758734 1.00341261634231 -2.22860106751165e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B848,60.72 15.47 8.66 185.35 57.95 25.61 3.56,19.099 217.007 4.853 27.337 5.364 2.081 38.628,10.82 12.04 13.11 11.47 178.82 18.12 12.38,1.0 4.001615144897e-17 0.331241052476216 0.482430988792019 -0.354227791749134 -0.0585827336952004 -0.00128599936249405 4.08474699987974e-16 1.0 -0.891636771074705 0.205118106778406 0.0211074624099587 -1.36068877881249 -0.99385398522147 -8.00072354856423e-16 4.80465596028827e-17 2.67769677804528 -10.0220835008679 0.317884014439091 2.96935049080188 -0.00999177197334003 2.85244559263104e-16 9.6931318312423e-17 -0.448246440644781 2.67769677804529 0.0767399172102361 -0.65009045398549 0.000772622628337103 -1.11908301444808e-16 -5.72689024791243e-17 4.08610399747286e-16 -1.54270355146752e-15 1.01305791125289 -1.37451697398791 1.40538959724365e-16 1.02133109598569e-16 3.3022397261126e-17 -7.87196910768722e-17 3.670962506516e-16 -0.0096240501569024 1.01305791125289 -1.49798409337797e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B8B7,65.45 15.06 10.24 194.81 51.04 27.14 2.74,21.137 231.42 5.874 23.938 1.511 1.306 33.54,9.84 11.4 13.0 12.49 20.42 24.29 11.82,1.0 -2.15683107247377e-17 0.439743752840108 0.13742916237899 -0.324158357115774 0.0187801641843771 -0.00149258689316014 2.111036470165e-17 1.0 -0.79407659222596 -0.0239286559435678 -0.0429566717399554 -1.14339924508766 -0.994188883683184 -6.71887553144061e-16 -4.26258651089495e-18 2.69523907579174 -9.60475397049145 0.393284631497699 2.62391854421496 -0.013912392870985 1.96753553633255e-16 1.51000544732537e-16 -0.475709696877242 2.69523907579174 0.0742906417831478 -0.641591694461506 0.00185553734172882 5.81555385220144e-17 1.83999239440526e-16 -1.48519164477606e-16 1.03310380351742e-16 1.02520774655995 -1.44872106666387 -1.28784578045151e-16 -1.0938306365109e-16 -8.25853095772221e-17 -8.19887787509604e-17 3.41405477904159e-16 -0.0178386147901431 1.02520774655995 3.45373158884701e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B92,57.14 15.44 7.38 173.55 50.53 16.95 3.5,21.322 237.85 7.175 23.807 4.661 1.006 44.638,9.8 11.72 12.38 12.0 22.23 37.55 12.2,1.0 -7.33897869367181e-17 0.568329826930494 -0.482355736905683 -0.30033145581799 0.19996715763462 -0.00567580154388593 4.10724257532398e-17 1.0 -1.05399958602129 1.18248879475614 -0.0807727450691787 -1.41243026955292 -0.985966347993429 3.91526403145481e-16 7.28588386076744e-17 2.35750975301785 -9.14147981830201 0.444458623627701 2.29560583965156 -0.02684185164474 9.21366788293938e-17 1.08771754305113e-16 -0.350090198323151 2.35750975301785 0.0569782081831346 -0.503972785122929 0.00328601496924386 -1.06818168076628e-17 2.55828317673559e-16 -2.78576302435344e-17 -6.53420281103234e-16 0.994341322852605 -1.48912556510406 -8.84763924679737e-17 -3.50092433972581e-17 -8.17833320884561e-17 -7.86414516865558e-17 4.82214869526669e-16 0.00377849702683992 0.994341322852604 1.00938067303408e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B9B0,60.76 15.86 10.29 167.45 56.19 26.48 5.0,22.757 210.649 6.656 25.354 3.164 2.165 51.768,11.4 11.66 13.75 12.48 26.42 13.15 12.39,1.0 2.59238340026716e-17 0.453015052599971 -0.15658430407106 -0.348284477616741 0.123687520100337 -0.000806797860609983 1.48124127893821e-16 1.0 -1.03198826629332 1.34788973469036 0.00182402534482021 -1.47391215884796 -0.993616406123601 -3.36646118255349e-16 -2.77816069454422e-16 2.78758045932859 -11.3713769677391 0.277502732505281 2.90790234495534 -0.0118318573838155 6.57002493756118e-17 6.81154897598103e-17 -0.438207648206454 2.78758045932859 0.091826241865883 -0.60219686539989 0.00115996798073582 4.26222758531969e-17 -1.71685019869447e-16 -1.32958659025582e-16 1.10581493350552e-15 1.03333591253977 -1.48821038123978 -2.24070717039814e-16 -1.55237555472615e-17 6.18257119507111e-17 0.0 -2.03195885164378e-16 -0.0231467244408908 1.03333591253977 4.37952052708919e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38B9E3,58.29 17.49 8.89 199.14 44.03 21.85 3.4,19.796 237.077 6.473 22.854 1.166 2.409 41.294,9.98 11.46 13.7 12.55 32.64 37.92 11.63,1.0 -8.47164346270988e-17 0.351834503857672 0.487154029600053 -0.339624359242562 -0.0725403632567986 -0.0015828857005502 6.18905143464835e-16 1.0 -0.907336352558428 -0.0733718298675677 -0.0273105678297308 -1.20587047954599 -0.992243617905333 -5.51614086532267e-16 4.68251173039667e-16 2.01560274050217 -6.92299073280281 0.35145543883639 1.72131463788588 -0.012978828854587 1.98502960587927e-17 -1.3502186421956e-16 -0.295688922031669 2.01560274050217 0.0719097319302565 -0.405093974242582 0.00130399419296793 7.57692104380712e-17 -8.72804669175059e-17 -5.34508490521341e-17 5.90469137831619e-16 1.0190776222457 -1.47888544540296 -8.69725493065678e-17 1.48954851833489e-17 9.02164080532073e-17 -8.79857152874004e-17 3.96890225663999e-17 -0.0131461013269695 1.0190776222457 1.6787529468381e-18 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38BAFA,61.11 17.52 10.23 182.02 51.93 28.56 3.01,20.312 222.604 6.444 22.671 0.874 0.962 37.212,12.59 11.66 12.89 12.37 50.33 -108.83 11.98,1.0 6.14469611111605e-17 0.528751907826683 -0.243162564300643 -0.344132123818106 0.222573002299522 -0.00186555184916837 2.35317531266651e-16 1.0 -1.03997776430838 0.455029665681067 0.0849969756071012 -1.61928877409523 -0.991790703098648 -1.03381752045043e-15 -9.64118491817237e-16 2.46712360427416 -9.13526528190637 0.15788039073413 2.66321498887215 -0.0138357278577132 7.60481528419223e-18 1.6090082148494e-16 -0.396220050846431 2.46712360427416 0.111181099323647 -0.600494006470883 0.00152201789394874 4.42057571298376e-17 -1.14871739345063e-17 2.8951680951041e-17 7.60547277181424e-18 1.00938057745855 -1.56342957642555 9.94521881253557e-17 -7.46176205208648e-17 -1.05189306361614e-16 0.0 2.29255012635641e-16 -0.00605628346475132 1.00938057745855 -3.04670238456102e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38BB18,64.01 15.52 10.03 189.81 30.35 17.68 3.79,21.77 210.147 6.501 24.754 2.205 2.731 49.05,9.74 11.63 12.55 13.38 17.78 16.17 11.46,1.0 -5.5995699480799e-17 0.335302914035826 0.437328537863479 -0.363177008564448 0.0413428064436865 -0.00168973503721248 1.8449323860097e-16 1.0 -0.963520832455822 0.570766784126671 -0.0281488975584096 -1.41791875259126 -0.992113257589768 -3.3980566522351e-16 -7.45805783445918e-16 2.67262312400565 -10.2740978133025 0.354858890426128 2.5177760463798 -0.015792690397137 -7.48018792335795e-17 -7.2971068420404e-17 -0.43510304458812 2.67262312400565 0.0713145472535165 -0.563500286628085 0.00187104999665389 -7.17810342195198e-17 1.92090566073275e-16 -1.85875412307432e-16 -1.12315010017137e-17 0.993754847039266 -1.56128824018339 -9.28653838635669e-17 5.98370033257801e-17 6.849655794782e-17 -1.55540558983453e-16 4.86612220323376e-16 0.00397501938815705 0.993754847039266 3.07231443603741e-19 0.0 0.0 0.0 0.0 0.0 0.0 1.0
5410EC38BB89,74.96 15.81 7.88 179.15 48.07 27.76 3.26,18.821 209.702 5.608 24.165 3.634 0.39 43.088,10.26 11.4 12.73 12.19 14.11 193.7 11.68,1.0 -1.83573481271718e-17 0.305167914390291 0.445522819851611 -0.323576548327007 -0.0855302180454286 -0.000451323085920789 -8.20711259486178e-17 1.0 -0.766626168366156 -0.236248207903749 0.0344924265441711 -2.55923640649814 -0.99546485709478 5.62375376291302e-16 5.34781617380273e-16 2.41315076432086 -8.63256422920502 0.288022794174038 2.42136111353643 -0.00771216439618565 -1.03539690128517e-16 1.34141171837772e-17 -0.395032780119325 2.41315076432086 0.0846692685017462 -0.59987704419536 0.000562481311655622 -1.11562817205377e-16 9.5698128250041e-17 -1.02778717844792e-16 -8.88800698803273e-17 0.999345588534804 -1.63602866299033 9.20829385398491e-18 -1.52651277262839e-17 1.18226571713293e-17 6.43906274418564e-17 -2.89026294804835e-16 0.000399738235413934 0.999345588534804 -5.11860292563461e-20 4.46369642098021e-33 -5.1070626493275e-17 -1.56446236811756e-16 7.11779198082213e-16 -3.72988347876525e-17 -4.56032102946273e-17 1.0
